No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
1,hypochlorous acid,3000000000,9.477121255,7790-92-3,OCl,,25,DOI: 10.1021/acs.est.7b00507,alcohol,Oxygenated organics,InChI=1S/ClHO/c1-2/h2H,QWPPOHNGKGFGJK-UHFFFAOYSA-N
2,hypochlorous acid,8200000000,9.913813852,7790-92-3,OCl,,25,DOI: 10.1021/acs.est.7b00508,alcohol,Oxygenated organics,InChI=1S/ClHO/c1-2/h2H,QWPPOHNGKGFGJK-UHFFFAOYSA-N
3,CHLORIDE STANDARD,2100000000,9.322219295,16887-00-6,[Cl-],,25,DOI: 10.1021/acs.est.7b00509,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
4,Water,250000,5.397940009,7732-18-5,O,,25,DOI: 10.1021/acs.est.7b00510,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
5,Hydroxide ion,18000000000,10.25527251,3352-57-6,[OH],,25,DOI: 10.1021/acs.est.7b00511,alcohol,Oxygenated organics,InChI=1S/HO/h1H,TUJKJAMUKRIRHC-UHFFFAOYSA-N
6,Dichloromethane,,7.13,75-09-2,ClCCl,,,https://doi.org/10.1021/jp051072l,halogenated,Halogenated organics,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N
7,Pentane,,9.97,109-66-0,CCCCC,,,https://doi.org/10.1021/jp051073l,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N
8,Hexane,,10.02,110-54-3,CCCCCC,,,https://doi.org/10.1021/jp051074l,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",VLKZOEOYAKHREP-UHFFFAOYSA-N
9,Heptane,,10.03,142-82-5,CCCCCCC,,,https://doi.org/10.1021/jp051075l,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IMNFDUFMRHMDMM-UHFFFAOYSA-N
10,Cyclopentane,,10,287-92-3,C1CCCC1,,,https://doi.org/10.1021/jp051076l,cyclo,Aromatic & PAHs,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,RGSFGYAAUTVSQA-UHFFFAOYSA-N
11,Cyclohexane,,10.06,110-82-7,C1CCCCC1,,,https://doi.org/10.1021/jp051077l,benzene,Aromatic & PAHs,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,XDTMQSROBMDMFD-UHFFFAOYSA-N
12,Cycloheptane,,10.07,291-64-5,C1CCCCCC1,,,https://doi.org/10.1021/jp051078l,cyclo,Aromatic & PAHs,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,DMEGYFMYUHOHGS-UHFFFAOYSA-N
13,Methanol,,9.72,67-56-1,CO,,,https://doi.org/10.1021/jp051079l,halogenated,Halogenated organics,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N
14,Ethanol,,9.85,64-17-5,CCO,,,https://doi.org/10.1021/jp051080l,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
15,benzoic acid,18000000000,10.25527251,65-85-0,O=C(O)c1ccccc1,,,https://doi.org/10.1021/es4036094,benzene,Aromatic & PAHs,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
16,Hypochlorous acid,3000000000,9.477121255,7790-92-3,OCl,6,,https://doi.org/10.1021/es4036094,alcohol,Oxygenated organics,InChI=1S/ClHO/c1-2/h2H,QWPPOHNGKGFGJK-UHFFFAOYSA-N
17,hypochlorite,8200000000,9.913813852,14380-61-1,[O-]Cl,9,,https://doi.org/10.1021/es4036094,halogenated,Halogenated organics,InChI=1S/ClO/c1-2/q-1,WQYVRQLZKVEZGA-UHFFFAOYSA-N
18,Bicarbonate ion,220000000,8.342422681,71-52-3,O=C([O-])O,,,https://doi.org/10.1021/es4036095,halogenated,Halogenated organics,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",BVKZGUZCCUSVTD-UHFFFAOYSA-M
19,benzene,12000000000,10.07918125,71-43-2,c1ccccc1,1.5,25,https://doi.org/10.1155/2024/6974417,benzene,Aromatic & PAHs,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N
20,Ethyl alcohol,6200000000,9.792391689,64-17-5,CCO,,21,https://doi.org/10.1002/kin.10109,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
21,Ethyl alcohol,2780000000,9.444044796,64-17-5,CCO,,21,https://doi.org/10.1002/kin.10110,alkane,Aliphatic hydrocarbons,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
22,n-Propyl alcohol,9210000000,9.96425963,71-23-8,CCCO,,21,https://doi.org/10.1002/kin.10111,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N
23,n-Propyl alcohol,8850000000,9.946943271,71-23-8,CCCO,,21,https://doi.org/10.1002/kin.10112,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N
24,Isopropyl alcohol,4420000000,9.645422269,67-63-0,CC(C)O,,21,https://doi.org/10.1002/kin.10113,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N
25,Isopropyl alcohol,4970000000,9.696356389,67-63-0,CC(C)O,,21,https://doi.org/10.1002/kin.10114,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N
26,Butanol,12700000000,10.10380372,71-36-3,CCCCO,,21,https://doi.org/10.1002/kin.10115,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N
27,Butanol,13400000000,10.1271048,71-36-3,CCCCO,,21,https://doi.org/10.1002/kin.10116,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N
28,Isobutyl alcohol,11200000000,10.04921802,78-83-1,CC(C)CO,,21,https://doi.org/10.1002/kin.10117,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
29,Isobutyl alcohol,11800000000,10.07188201,78-83-1,CC(C)CO,,21,https://doi.org/10.1002/kin.10118,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",ZXEKIIBDNHEJCQ-UHFFFAOYSA-N
30,tert-Butyl alcohol,1890000000,9.276461804,75-65-0,CC(C)(C)O,,21,https://doi.org/10.1002/kin.10119,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
31,tert-Butyl alcohol,2050000000,9.311753861,75-65-0,CC(C)(C)O,,21,https://doi.org/10.1002/kin.10120,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
32,n-Pentyl alcohol,15500000000,10.1903317,71-41-0,CCCCCO,,21,https://doi.org/10.1002/kin.10121,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",AMQJEAYHLZJPGS-UHFFFAOYSA-N
33,n-Pentyl alcohol,15500000000,10.1903317,71-41-0,CCCCCO,,21,https://doi.org/10.1002/kin.10122,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",AMQJEAYHLZJPGS-UHFFFAOYSA-N
34,Isopentyl alcohol,14200000000,10.15228834,123-51-3,CC(C)CCO,,21,https://doi.org/10.1002/kin.10123,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",PHTQWCKDNZKARW-UHFFFAOYSA-N
35,Isopentyl alcohol,14100000000,10.14921911,123-51-3,CC(C)CCO,,21,https://doi.org/10.1002/kin.10124,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",PHTQWCKDNZKARW-UHFFFAOYSA-N
36,N-Nitrosodimethylamine,683000000,8.834420704,62-75-9,CN(C)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,halogenated,Halogenated organics,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N
37,N-Methyl-N-nitrosoethanamine,502000000,8.700703717,10595-95-6,CCN(C)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H8N2O/c1-3-5(2)4-6/h3H2,1-2H3",RTDCJKARQCRONF-UHFFFAOYSA-N
38,N-Nitrosodiethylamine,1420000000,9.152288344,55-18-5,CCN(CC)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",WBNQDOYYEUMPFS-UHFFFAOYSA-N
39,"1-Propanamine,N-nitroso-N-propyl",4210000000,9.624282096,621-64-7,CCCN(CCC)N=O,7,25,https://doi.org/10.1016/j.jece.2022.108705,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N
40,N-nitrosodibutylamine,4600000000,9.662757832,924-16-3,O=NN(CCCC)CCCC,7,25,https://doi.org/10.1016/j.jece.2022.108705,halogenated,Halogenated organics,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",YGJHZCLPZAZIHH-UHFFFAOYSA-N
41,1-nitrosopyrrolidine,1130000000,9.053078443,930-55-2,O=NN1CCCC1,7,25,https://doi.org/10.1016/j.jece.2022.108705,halogenated,Halogenated organics,InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,WNYADZVDBIBLJJ-UHFFFAOYSA-N
42,1-nitrosopiperidine,5290000000,9.723455672,100-75-4,O=NN1CCCCC1,7,25,https://doi.org/10.1016/j.jece.2022.108705,pyridine,Heterocycles,InChI=1S/C5H10N2O/c8-6-7-4-2-1-3-5-7/h1-5H2,UWSDONTXWQOZFN-UHFFFAOYSA-N
43,"Morpholine,4-nitroso-",5710000000,9.756636108,59-89-2,O=NN1CCOCC1,7,25,https://doi.org/10.1016/j.jece.2022.108705,alcohol,Oxygenated organics,InChI=1S/C4H8N2O2/c7-5-6-1-3-8-4-2-6/h1-4H2,ZKXDGKXYMTYWTB-UHFFFAOYSA-N
44,Carbamazepine,56000000000,10.74818803,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,25,https://doi.org/10.1016/j.watres.2016.04.015,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
45,"1,4-Dimethoxybenzene",18000000000,10.25527251,150-78-7,COc1ccc(OC)cc1,,,https://doi.org/10.1016/j.jece.2024.112630,alcohol,Oxygenated organics,"InChI=1S/C8H10O2/c1-9-7-3-5-8(10-2)6-4-7/h3-6H,1-2H3",OHBQPCCCRFSCAX-UHFFFAOYSA-N
46,benzoic acid,18000000000,10.25527251,65-85-0,O=C(O)c1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112630,benzene,Aromatic & PAHs,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
47,Methyl chlorodifluoroacetate,66000000,7.819543936,1514-87-0,COC(C(F)(Cl)F)=O,,25,https://doi.org/10.1007/s00894-013-1865-1,alcohol,Oxygenated organics,"InChI=1S/C3H3ClF2O2/c1-8-2(7)3(4,5)6/h1H3",AWUPLMYXZJKHEG-UHFFFAOYSA-N
48,Isoprene,2.83E+11,11.45178644,78-79-5,C=CC(=C)C,,25,https://doi.org/10.1016/j.scitotenv.2019.136330,halogenated,Halogenated organics,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",RRHGJUQNOFWUDK-UHFFFAOYSA-N
49,Toluene,18000000000,10.25527251,108-88-3,CC1=CC=CC=C1,4,25,https://doi.org/10.1021/jp004630z,cyclo,Aromatic & PAHs,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N
50,Benzoic acid,18000000000,10.25527251,65-85-0,O=C(O)c1ccccc1,4,25,https://doi.org/10.1021/jp004630z,benzene,Aromatic & PAHs,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
51,Chlorobenzene,18000000000,10.25527251,108-90-7,Clc1ccccc1,4,25,https://doi.org/10.1021/jp004630z,benzene,Aromatic & PAHs,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N
52,Ofloxacin,23454000000,10.37021692,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,6.5,25,https://doi.org/10.1016/j.jece.2024.113740,alcohol,Oxygenated organics,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
53,Ciprofibrate,26334000000,10.42051683,52214-84-3,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,6.5,25,https://doi.org/10.1016/j.jece.2024.113741,alkane,Aliphatic hydrocarbons,"InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)",KPSRODZRAIWAKH-UHFFFAOYSA-N
54,Nitrofurantoin,31644000000,10.50029138,67-20-9,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,6.5,25,https://doi.org/10.1016/j.jece.2024.113742,diol,Polyfunctional / highly functionalized,"InChI=1S/C8H6N4O5/c13-6-4-11(8(14)10-6)9-3-5-1-2-7(17-5)12(15)16/h1-3H,4H2,(H,10,13,14)",NXFQHRVNIOXGAQ-UHFFFAOYSA-N
55,Amoxicillin,7641000000,9.8831502,26787-78-0,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,6.5,25,https://doi.org/10.1016/j.jece.2024.113743,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)",LSQZJLSUYDQPKJ-UHFFFAOYSA-N
56,Paracetamol,24858000000,10.39546618,103-90-2,CC(=O)Nc1ccc(O)cc1,6.5,25,https://doi.org/10.1016/j.jece.2024.113744,benzene,Aromatic & PAHs,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
57,Levofloxacin,25943400000,10.41402689,100986-85-4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,6.5,25,https://doi.org/10.1016/j.jece.2024.113745,alcohol,Oxygenated organics,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
58,Ciprofloxacin,25362000000,10.4041835,85721-33-1,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,6.5,25,https://doi.org/10.1016/j.jece.2024.113746,benzene,Aromatic & PAHs,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",MYSWGUAQZAJSOK-UHFFFAOYSA-N
59,Caffeine,45500000000,10.6580114,58-08-2,CN1C=NC2=C1C(N(C)C(N2C)=O)=O,6.5,25,https://doi.org/10.1016/j.jece.2024.113747,halogenated,Halogenated organics,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N
60,2-(Perfluorobutoxy) ethyl acrylate,1.33E+11,11.12385164,38054-57-8,C=CCO-O-CF2CF2CF2CF2CF3,,23,https://doi.org/10.1021/jp810358k,halogenated,Halogenated organics,,
61,Nitrobenzene,2700000000,9.431363764,98-95-3,O=[N+]([O-])c1ccccc1,7,25,https://doi.org/10.1021/acsomega.1c06001,benzene,Aromatic & PAHs,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N
62,Benzoate anion,1830,3.26245109,766-76-7,O=C([O-])c1ccccc1,7,25,https://doi.org/10.1021/acsomega.1c06001,benzene,Aromatic & PAHs,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)/p-1",WPYMKLBDIGXBTP-UHFFFAOYSA-M
63,p-Chlorobenzoate anion,320000000,8.505149978,16887-60-8,O=C([O-])c1ccc(Cl)cc1,7,25,https://doi.org/10.1021/acsomega.1c06001,benzene,Aromatic & PAHs,"InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)/p-1",XRHGYUZYPHTUJZ-UHFFFAOYSA-M
64,Nitrite,5000000000,9.698970004,24407-06-5,[O-]N=O,7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,amine,Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
65,Nitrate,100000000,8,619-97-6,O=[N+]([O-])[O-],7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,amine,Nitrogen-containing organics,InChI=1S/NO3/c2-1(3)4/q-1,NHNBFGGVMKEFGY-UHFFFAOYSA-N
66,Carbamazepine,56000000000,10.74818803,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
67,tert-Butanol,620000000,8.792391689,75-65-0,CC(C)(C)O,7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
68,Chloride,8000000000,9.903089987,16887-00-6,[Cl-],7,25,https://doi.org/10.1016/j.scitotenv.2020.143325,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
69,Hypochlorous acid,3000000000,9.477121255,7790-92-3,OCl,7,25,https://doi.org/10.1039/D2EW00320A,alcohol,Oxygenated organics,InChI=1S/ClHO/c1-2/h2H,QWPPOHNGKGFGJK-UHFFFAOYSA-N
70,Hypochlorite ion,8200000000,9.913813852,14380-61-1,ClO-,7,25,https://doi.org/10.1039/D2EW00320A,halogenated,Halogenated organics,,
71,Chloride ion,8500000000,9.929418926,12589-83-2,[Cl-],7,25,https://doi.org/10.1039/D2EW00320A,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
72,Ni-EDTA,13800000000,10.13987909,15708-41-5,O.O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+],3.5,25,https://doi.org/10.1021/acsestwater.2c00598,diol,Polyfunctional / highly functionalized,"InChI=1S/C10H16N2O8.Fe.Na.3H2O/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;;3*1H2/q;+3;+1;;;/p-4",OZRWEJGEGJYWSF-UHFFFAOYSA-J
73,benzoic acid,18000000000,10.25527251,65-85-0,O=C(O)c1ccccc1,3.5,25,https://doi.org/10.1021/acsestwater.2c00598,benzene,Aromatic & PAHs,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
74,Chloride ion,8500000000,9.929418926,12589-83-2,[Cl-],3.5,25,https://doi.org/10.1021/acsestwater.2c00598,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
75,tert-Butanol,300000000,8.477121255,75-65-0,CC(C)(C)O,3.5,25,https://doi.org/10.1021/acsestwater.2c00598,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",DKGAVHZHDRPRBM-UHFFFAOYSA-N
76,Bicarbonate ion,2200000,6.342422681,71-52-3,O=C([O-])O,3.5,25,https://doi.org/10.1021/acsestwater.2c00598,halogenated,Halogenated organics,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",BVKZGUZCCUSVTD-UHFFFAOYSA-M
77,basic blue 41,100000000,8,12270-13-2,CCN(CCO)c1ccc(N=Nc2sc3cc(OC)ccc3[n+]2C)cc1.COS(=O)(=O)[O-],9,20,https://doi.org/10.1016/j.jwpe.2025.108213,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C19H23N4O2S.CH4O4S/c1-4-23(11-12-24)15-7-5-14(6-8-15)20-21-19-22(2)17-10-9-16(25-3)13-18(17)26-19;1-5-6(2,3)4/h5-10,13,24H,4,11-12H2,1-3H3;1H3,(H,2,3,4)/q+1;/p-1",MHOFGBJTSNWTDT-UHFFFAOYSA-M
78,Benzoic acid,18000000000,10.25527251,65-85-0,O=C(O)c1ccccc1,9,20,https://doi.org/10.1016/j.jwpe.2025.108214,benzene,Aromatic & PAHs,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
79,Chloride ion,8500000000,9.929418926,12589-83-2,[Cl-],9,20,https://doi.org/10.1016/j.jwpe.2025.108215,halogenated,Halogenated organics,InChI=1S/ClH/h1H/p-1,VEXZGXHMUGYJMC-UHFFFAOYSA-M
80,Acetophenone,13130000000,10.11826473,98-86-2,CC(=O)c1ccccc1,5,25,https://doi.org/10.1016/j.jhazmat.2023.133268,benzene,Aromatic & PAHs,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",KWOLFJPFCHCOCG-UHFFFAOYSA-N
81,Acetophenone,13240000000,10.12188799,98-86-2,CC(=O)c1ccccc1,7,25,https://doi.org/10.1016/j.jhazmat.2023.133268,benzene,Aromatic & PAHs,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",KWOLFJPFCHCOCG-UHFFFAOYSA-N
82,Acetophenone,13370000000,10.12613141,98-86-2,CC(=O)c1ccccc1,10,25,https://doi.org/10.1016/j.jhazmat.2023.133268,benzene,Aromatic & PAHs,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",KWOLFJPFCHCOCG-UHFFFAOYSA-N
83,sulfapyridine,8790000000,9.943988875,144-83-2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,,25,https://doi.org/10.1021/acs.iecr.9b06228,cyclo,Aromatic & PAHs,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",GECHUMIMRBOMGK-UHFFFAOYSA-N
84,acetaminophen,13300000000,10.12385164,462631-86-3,CC(=O)NC1=CC=C(C=C1)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
85,aspirin,6800000000,9.832508913,69453-66-3,CC(=O)OC1=CC=CC=C1C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N
86,diclofenac,37700000000,10.57634135,146607-19-4,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",DCOPUUMXTXDBNB-UHFFFAOYSA-N
87,ibuprofen,27700000000,10.44247977,462631-86-3,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",HEFNNWSXXWATRW-UHFFFAOYSA-N
89,naproxen,20100000000,10.30319606,119166-66-4,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
