No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
1446,m-Dichlorobenzene,-0.244125144,541-73-1,C1=CC(=CC(=C1)Cl)Cl,2,,10.1016/0043-1354(91)90155-J,halogenated,Halogenated organics,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N
1447,m-Dichlorobenzene,-0.24413,541-73-1,Clc1cccc(Cl)c1,2,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N
1448,m-Dichlorobenzene,-0.244125144,541-73-1,C1=CC(=CC(=C1)Cl)Cl,2,,https://doi.org/10.1016/0043-1354(83)90098-2,halogenated,Halogenated organics,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N
1449,m-Xylene,1.973127854,108-38-3,CC1=CC(=CC=C1)C,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N
1450,m-xylene,1.973127854,108-38-3,CC1=CC(=CC=C1)C,2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N
1451,m-xylene,1.973127854,108-38-3,CC1=CC(=CC=C1)C,,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N
1452,maleic acid,3.342422681,110-16-7,C(=C\C(=O)O)\C(=O)O,6,20,https://pubs.acs.org/doi/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1453,maleic acid,3.716003344,110-16-7,C(=C\C(=O)O)\C(=O)O,7.8,20,https://pubs.acs.org/doi/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1454,maleic acid,3.073064018,110-16-7,C(=C\C(=O)O)\C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1455,maleic acid,2.986771734,110-16-7,C(=C\C(=O)O)\C(=O)O,1.7,,https://doi.org/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1456,maleic acid,3.204119983,110-16-7,C(=C\C(=O)O)\C(=O)O,2.3,,https://doi.org/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1457,maleic acid,3.342422681,110-16-7,C(=C\C(=O)O)\C(=O)O,3,,https://doi.org/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1458,maleic acid,3.69019608,110-16-7,C(=C\C(=O)O)\C(=O)O,7,,https://doi.org/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1459,maleic acid,3.716003344,110-16-7,C(=C\C(=O)O)\C(=O)O,7.8,,https://doi.org/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1460,maleic acid,3.69019608,110-16-7,C(=C\C(=O)O)\C(=O)O,7,20,https://pubs.acs.org/doi/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1461,maleic acid,3.568201724,110-16-7,C(=C\C(=O)O)\C(=O)O,6,,https://doi.org/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1462,maleic acid,2.301029996,110-16-7,C(=C\C(=O)O)\C(=O)O,3,20,https://pubs.acs.org/doi/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1463,maleic acid,2.986771734,110-16-7,C(=C\C(=O)O)\C(=O)O,1.7,20,https://pubs.acs.org/doi/10.1021/acs.est.4c07119,halogenated,Halogenated organics,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-",VZCYOOQTPOCHFL-UPHRSURJSA-N
1464,maleimide,3.62324929,541-59-3,C1=CC(=O)NC1=O,7,,10.1039/C9EW01078E,cyclo,Aromatic & PAHs,"InChI=1S/C4H3NO2/c6-3-1-2-4(7)5-3/h1-2H,(H,5,6,7)",PEEHTFAAVSWFBL-UHFFFAOYSA-N
1465,mecoprop,1.088029718,7085-19-0,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,2,,10.1080/01919519208552274,alcohol,Oxygenated organics,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N
1466,mecoprop,2.05,7085-19-0,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,7,,10.1080/01919519208552274,alcohol,Oxygenated organics,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N
1467,mecoprop,1.08803,37341-10-9,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)O,2,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)/t7-/m0/s1",WNTGYJSOUMFZEP-ZETCQYMHSA-N
1468,mecoprop,2.05,37341-10-9,Cc1cc(Cl)ccc1O[C@@H](C)C(=O)O,7,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)/t7-/m0/s1",WNTGYJSOUMFZEP-ZETCQYMHSA-N
1469,medroxyprogesterone,2.73,2128317-86-0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,7.1,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3/t13-,16+,17-,18-,20+,21-,22-/m0/s1",FRQMUZJSZHZSGN-HBNHAYAOSA-N
1470,medroxyprogesterone,2.746634,2128317-86-0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,8.1,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3/t13-,16+,17-,18-,20+,21-,22-/m0/s1",FRQMUZJSZHZSGN-HBNHAYAOSA-N
1471,medroxyprogesterone,2.73,520-85-4,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,7.1,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3/t13-,16+,17-,18-,20+,21-,22-/m0/s1",FRQMUZJSZHZSGN-HBNHAYAOSA-N
1472,medroxyprogesterone,2.746634199,520-85-4,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,8.1,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3/t13-,16+,17-,18-,20+,21-,22-/m0/s1",FRQMUZJSZHZSGN-HBNHAYAOSA-N
1473,meta-phenylphenol,2.767155866,947-84-2,OC(C1=CC=CC=C1C2=CC=CC=C2)=O,,,10.2478/s11696-013-0325-9,alcohol,Oxygenated organics,"InChI=1S/C13H10O2/c14-13(15)12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,(H,14,15)",ILYSAKHOYBPSPC-UHFFFAOYSA-N
1474,metformin,0.08,657-24-9,CN(C)C(=N)N=C(N)N,7,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N
1475,methacrylic acid,1.358210367,79-41-4,CC(=C)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)",CERQOIWHTDAKMF-UHFFFAOYSA-N
1476,methacrylic acid (anion),6.568201724,18358-13-9,CC(C([O-])=O)=C,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H6O2/c1-3(2)4(5)6/h1H2,2H3,(H,5,6)/p-1",CERQOIWHTDAKMF-UHFFFAOYSA-M
1477,methanol,-1.61979,50-00-0,C=O,5,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,InChI=1S/CH2O/c1-2/h1H2,WSFSSNUMVMOOMR-UHFFFAOYSA-N
1478,methicillin,4.59,7246-14-2,COc1cccc(OC)c1C(=O)N[C@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@@H]12.[Na+],7,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C17H20N2O6S.Na/c1-17(2)12(16(22)23)19-14(21)11(15(19)26-17)18-13(20)10-8(24-3)6-5-7-9(10)25-4;/h5-7,11-12,15H,1-4H3,(H,18,20)(H,22,23);/q;+1/p-1/t11-,12-,15-;/m0./s1",MGFZNWDWOKASQZ-XIQFXCCNSA-M
1479,methicillin,4.59,61-32-5,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,7,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C17H20N2O6S/c1-17(2)12(16(22)23)19-14(21)11(15(19)26-17)18-13(20)10-8(24-3)6-5-7-9(10)25-4/h5-7,11-12,15H,1-4H3,(H,18,20)(H,22,23)/t11-,12+,15-/m1/s1",RJQXTJLFIWVMTO-TYNCELHUSA-N
1480,methyl nitroacetate,2.174641193,2483-57-0,COC(=O)C[N+](=O)[O-],7,,10.1016/j.watres.2017.05.074,alcohol,Oxygenated organics,"InChI=1S/C3H5NO4/c1-8-3(5)2-4(6)7/h2H2,1H3",ALBSWLMUHHZLLR-UHFFFAOYSA-N
1481,methyl-isothiazolinone,2.301897717,2682-20-4,CN1C(=O)C=CS1,,,10.1016/j.jhazmat.2019.121898,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C4H5NOS/c1-5-4(6)2-3-7-5/h2-3H,1H3",BEGLCMHJXHIJLR-UHFFFAOYSA-N
1482,methyl-t-butylether,1.43,1634-04-4,CC(C)(C)OC,7.2,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N
1483,methylchloramine,2.908485019,6154-14-9,ClNC,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/CH4ClN/c1-3-2/h3H,1H3",QXJIABOUHLYVHP-UHFFFAOYSA-N
1484,methylparaben,9.008600172,99-76-3,COC(=O)C1=CC=C(C=C1)O,12,,10.1016/j.chemosphere.2010.09.004,alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1485,methylparaben,6.34,99-76-3,COC(=O)C1=CC=C(C=C1)O,7,,10.1016/j.chemosphere.2010.09.004,alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1486,methylparaben,5.397940009,99-76-3,COC(=O)C1=CC=C(C=C1)O,6,,10.1016/j.chemosphere.2010.09.004,alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1487,methylparaben,2.51851394,99-76-3,COC(=O)C1=CC=C(C=C1)O,2,,10.1016/j.chemosphere.2010.09.004,alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
1488,metolachlor,0.308,171118-09-5,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3/t12-/m0/s1",WVQBLGZPHOPPFO-LBPRGKRZSA-N
1489,metolachlor,0.045322979,51218-45-2,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,,,10.1021/ie030229y,alcohol,Oxygenated organics,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",WVQBLGZPHOPPFO-UHFFFAOYSA-N
1490,metronidazole,2.4,443-48-1,CC1=NC=C(N1CCO)[N+](=O)[O-],7,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3",VAOCPAMSLUNLGC-UHFFFAOYSA-N
1491,monoethyl ester,-2.522878745,2306-33-4,OC(C1=CC=CC=C1C(OCC)=O)=O,3.8~4.5,,https://doi.org/10.1016/0043-1354(83)90098-2,diol,Polyfunctional / highly functionalized,"InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)",YWWHKOHZGJFMIE-UHFFFAOYSA-N
1492,muconic acid,4.204119983,1119-72-8,C(=C/C(=O)O)\C=C\C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1+,4-2+",TXXHDPDFNKHHGW-ZPUQHVIOSA-N
1493,muconic acid,4.204119983,1119-72-8,C(=C/C(=O)O)\C=C\C(=O)O,3,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1+,4-2+",TXXHDPDFNKHHGW-ZPUQHVIOSA-N
1494,muconic acid,5.148064018,1119-72-8,C(=C/C(=O)O)\C=C\C(=O)O,7,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H6O4/c7-5(8)3-1-2-4-6(9)10/h1-4H,(H,7,8)(H,9,10)/b3-1+,4-2+",TXXHDPDFNKHHGW-ZPUQHVIOSA-N
1495,n-Butanol,-0.236572006,1219794-84-9,CCCCO,2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N
1496,n-Butanol,-0.338270817,1219794-84-9,CCCCO,,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N
1497,n-C3H7CO2-,-2.22184875,461-55-2,CCCC([O-])=O,2~4,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",FERIUCNNQQJTOY-UHFFFAOYSA-M
1498,n-Octanal,0.903089987,124-13-0,CCCCCCCC=O,1.8-5,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",NUJGJRNETVAIRJ-UHFFFAOYSA-N
1499,n-Octanal,0.90309,99178-22-0,CCCCCCCC=O,3.4,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",NUJGJRNETVAIRJ-UHFFFAOYSA-N
1500,n-Octanal,0.903089987,124-13-0,CCCCCCCC=O,3.4,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",NUJGJRNETVAIRJ-UHFFFAOYSA-N
1501,n-Octanal,0.903089987,124-13-0,CCCCCCCC=O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",NUJGJRNETVAIRJ-UHFFFAOYSA-N
1502,n-Propylacetate,-1.522878745,10023-74-2,CCCCC(=O)[O-],2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/p-1",NQPDZGIKBAWPEJ-UHFFFAOYSA-M
1503,n-Propylacetate,-1.522878745,10023-74-2,CCCCC(=O)[O-],2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/p-1",NQPDZGIKBAWPEJ-UHFFFAOYSA-M
1504,n-butylamine,5.230448921,109-73-9,CCCCN,8,,10.1080/01919519908547257,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N
1505,n-butylamine,5.130448921,109-73-9,CCCCN,,,10.1080/01919519908547257,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N
1506,naphthalene,3.477121255,91-20-3,C1=CC=C2C=CC=CC2=C1,2,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1507,naphthalene,3.58,91-20-3,C1=CC=C2C=CC=CC2=C1,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1508,"naphthalene-1,3,6-trisulfonic acid",0.826074803,86-66-8,C1=CC2=C(C=C(C=C2C=C1S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C10H8O9S3/c11-20(12,13)7-1-2-9-6(3-7)4-8(21(14,15)16)5-10(9)22(17,18)19/h1-5H,(H,11,12,13)(H,14,15,16)(H,17,18,19)",ZPBSAMLXSQCSOX-UHFFFAOYSA-N
1509,"naphthalene-1,5-disulfonic acid",1.372912003,81-04-9,C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H8O6S2/c11-17(12,13)9-5-1-3-7-8(9)4-2-6-10(7)18(14,15)16/h1-6H,(H,11,12,13)(H,14,15,16)",XTEGVFVZDVNBPF-UHFFFAOYSA-N
1510,naphthenic acids,0.401995788,1338-24-5,O=C(O)CCC1CC(CC)CC1,,,10.1007/s11270-015-2600-6,cyclo,Aromatic & PAHs,"InChI=1S/C10H18O2/c1-2-8-3-4-9(7-8)5-6-10(11)12/h8-9H,2-7H2,1H3,(H,11,12)",WVRFSLWCFASCIS-UHFFFAOYSA-N
1511,naproxen,4.924279286,22204-53-1,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,5,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
1512,naproxen,4.414973348,22204-53-1,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,2.5,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
1513,naproxen,5.332874761,22204-53-1,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
1514,naproxen,5.332874761,22204-53-1,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,7,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
1515,naproxen,5.477121255,22204-53-1,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,9,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",CMWTZPSULFXXJA-VIFPVBQESA-N
1516,nitrilotriacetic acid,5.991226076,18662-53-8,C(C(=O)O)N(CC(=O)O)CC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",MGFYIUFZLHCRTH-UHFFFAOYSA-N
1517,nitrilotriacetic acid,5.99,18662-53-8,C(C(=O)O)N(CC(=O)O)CC(=O)O,7,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",MGFYIUFZLHCRTH-UHFFFAOYSA-N
1518,nitrilotriacetic acid,5.99,1391068-21-5,O=C(O)CN(CC(=O)O)CC(=O)O,7,,https://doi.org/10.1016/j.jece.2024.112473,diol,Polyfunctional / highly functionalized,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)",MGFYIUFZLHCRTH-UHFFFAOYSA-N
1519,nitrite ion,5.568201724,14797-65-0,N(=O)[O-],,,10.1080/01919512.1995.10555774,amine,Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
1520,nonylphenol,5.44713,84852-15-3,CCCCCCCCCc1ccccc1O,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
1521,norethindrone,3.345373731,68-22-4,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,8.1,,10.1016/j.watres.2009.07.031,halogenated,Halogenated organics,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1",VIKNJXKGJWUCNN-XGXHKTLJSA-N
1522,norfloxacin,5.51,70458-96-7,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,7,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C16H18FN3O3/c1-2-19-9-11(16(22)23)15(21)10-7-12(17)14(8-13(10)19)20-5-3-18-4-6-20/h7-9,18H,2-6H2,1H3,(H,22,23)",OGJPXUAPXNRGGI-UHFFFAOYSA-N
