No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
1011,N(4)-acetyl sulfamethoxazole,2.397940009,21312-10-7,O=S(C1=NOC(C)=C1)(NC2=CC=C(NC(C)=O)C=C2)=O,,,10.1016/j.scitotenv.2020.136816,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H13N3O4S/c1-8-7-12(14-19-8)20(17,18)15-11-5-3-10(4-6-11)13-9(2)16/h3-7,15H,1-2H3,(H,13,16)",XCFROQPEHZELIM-UHFFFAOYSA-N
1012,N(4)-acetyl sulfamethoxazole,2.4,21312-10-7,O=S(C1=NOC(C)=C1)(NC2=CC=C(NC(C)=O)C=C2)=O,7,,10.1016/j.scitotenv.2020.136816,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H13N3O4S/c1-8-7-12(14-19-8)20(17,18)15-11-5-3-10(4-6-11)13-9(2)16/h3-7,15H,1-2H3,(H,13,16)",XCFROQPEHZELIM-UHFFFAOYSA-N
1013,"N,N-Diethylhydroxylamine",5.84509804,3710-84-7,CCN(CC)O,4.8,,10.1016/j.watres.2019.03.089,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H11NO/c1-3-5(6)4-2/h6H,3-4H2,1-2H3",FVCOIAYSJZGECG-UHFFFAOYSA-N
1014,"N,N-Dimethylaniline",6.204119983,58888-49-6,CN(C)C1=CC=CC=C1,,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N
1015,"N,N-diethyl-m-toluamide",-0.910094889,134-62-3,CCN(CC)C(=O)C1=CC=CC(=C1)C,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N
1016,"N,N-diethyl-m-toluamide",-0.9,134-62-3,CCN(CC)C(=O)C1=CC=CC(=C1)C,7,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C12H17NO/c1-4-13(5-2)12(14)11-8-6-7-10(3)9-11/h6-9H,4-5H2,1-3H3",MMOXZBCLCQITDF-UHFFFAOYSA-N
1017,"N,N-dimethylacetamide",-0.15,127-19-5,CC(=O)N(C)C,7,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,FXHOOIRPVKKKFG-UHFFFAOYSA-N
1018,"N,N-dimethylcyclohexylamine",6.568201724,98-94-2,CN(C)C1CCCCC1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs,"InChI=1S/C8H17N/c1-9(2)8-6-4-3-5-7-8/h8H,3-7H2,1-2H3",SVYKKECYCPFKGB-UHFFFAOYSA-N
1019,N-Hydroxypiperidine,4.886234,1461726-91-9,CCC[C@H]1C=NO1,12,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H9NO/c1-2-3-5-4-6-7-5/h4-5H,2-3H2,1H3/t5-/m0/s1",QGUKSZWISZFRMQ-YFKPBYRVSA-N
1020,N-Hydroxypiperidine,4.8,1461726-91-9,ON1CCCCC1,,,https://doi.org/10.1016/j.jece.2024.112473,pyridine,Heterocycles,"InChI=1S/C5H11NO/c7-6-4-2-1-3-5-6/h7H,1-5H2",LKPFBGKZCCBZDK-UHFFFAOYSA-N
1021,N-Hydroxypiperidine,4.886234202,4801-58-5,C1CCN(CC1)O,12,,10.1016/j.watres.2015.11.027,halogenated,Halogenated organics,"InChI=1S/C5H11NO/c7-6-4-2-1-3-5-6/h7H,1-5H2",LKPFBGKZCCBZDK-UHFFFAOYSA-N
1022,N-Methylacetamide,-0.22,31685-41-3,CC(=O)NC,7.2,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H7NO/c1-3(5)4-2/h1-2H3,(H,4,5)",OHLUUHNLEMFGTQ-UHFFFAOYSA-N
1023,N-Methylaniline,6.146128036,100-61-8,CNC1=CC=CC=C1,,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",AFBPFSWMIHJQDM-UHFFFAOYSA-N
1024,N-acetyl-L-serine,1.15,16354-58-8,CC(=O)N[C@@H](CO)C(=O)O,6.8,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1",JJIHLJJYMXLCOY-BYPYZUCNSA-N
1025,N-dimethylpropyl-2-pyrrolidone,0.54,2687-94-7,CC(C)[C@H](C)N1CCCC1=O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C9H17NO/c1-7(2)8(3)10-6-4-5-9(10)11/h7-8H,4-6H2,1-3H3/t8-/m0/s1",HKBQWGPZONCIPJ-QMMMGPOBSA-N
1026,N-ethyl-2-pyrrolidone,0.78,2687-91-4,CCN1CCCC1=O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H11NO/c1-2-7-5-3-4-6(7)8/h2-5H2,1H3",ZFPGARUNNKGOBB-UHFFFAOYSA-N
1027,N-methyl-2-pyrrolidone,0.3,2687-44-7,CN1CCCC1=O,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",SECXISVLQFMRJM-UHFFFAOYSA-N
1028,N-n-butyl-2-pyrrolidone,0.92,873-56-3,CCCCN1CCCC1=O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H15NO/c1-2-3-6-9-7-4-5-8(9)10/h2-7H2,1H3",BNXZHVUCNYMNOS-UHFFFAOYSA-N
1029,N-nitrosodi-n-propylamine,-1.4,93951-96-3,CCCN(CCC)N=O,,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N
1030,N-nitrosodiethylamine,-1.096910013,55-18-5,CCN(CC)N=O,,,10.1039/c9ra04127c,alkane,Aliphatic hydrocarbons,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",WBNQDOYYEUMPFS-UHFFFAOYSA-N
1031,N-nitrosopyrrolidine,-0.51,1219802-09-1,O=NN1CCCC1,,,https://doi.org/10.1016/j.jece.2024.112473,halogenated,Halogenated organics,InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,WNYADZVDBIBLJJ-UHFFFAOYSA-N
1032,N-α-Acetyllysine,5,1946-82-3,NCCCC[C@@H](C(O)=O)NC(C)=O,6.0~7.1,,NIST,halogenated,Halogenated organics,"InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",VEYYWZRYIYDQJM-ZETCQYMHSA-N
1033,N-ε-Acetyllysine,4.380211242,692-04-6,CC(NCCCC[C@@H](C(O)=O)N)=O,3.2 - 6.9,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",DTERQYGMUDWYAZ-ZETCQYMHSA-N
1034,N3-,6.602059991,14343-69-2,[N-]=[N+]=[N-],,,NIST,amine,Nitrogen-containing organics,InChI=1S/N3/c1-3-2/q-1,IVRMZWNICZWHMI-UHFFFAOYSA-N
1035,NH2Br,1.602059991,14519-10-9,NBr,5~8,,NIST,halogenated,Halogenated organics,InChI=1S/BrH2N/c1-2/h2H2,FNXLCIKXHOPCKH-UHFFFAOYSA-N
1036,NH2Cl,1.414973348,10599-90-3,NCl,6.2,,NIST,halogenated,Halogenated organics,InChI=1S/ClH2N/c1-2/h2H2,QDHHCQZDFGDHMP-UHFFFAOYSA-N
1037,NH2OH,4.322219295,7803-49-8,NO,,,NIST,amine,Nitrogen-containing organics,"InChI=1S/H3NO/c1-2/h2H,1H2",AVXURJPOCDRRFD-UHFFFAOYSA-N
1038,NH3,1.301029996,7664-41-7,N,,,NIST,amine,Nitrogen-containing organics,InChI=1S/H3N/h1H3,QGZKDVFQNNGYKY-UHFFFAOYSA-N
1039,NH3OH+,0.301029996,43332-84-9,O[NH3+],2~5,,NIST,amine,Nitrogen-containing organics,"InChI=1S/H4NO/c1-2/h2H,1H3/q+1",RBLWMQWAHONKNC-UHFFFAOYSA-N
1040,NHBr2,1,14519-03-0,BrNBr,5~8,,NIST,halogenated,Halogenated organics,InChI=1S/Br2HN/c1-3-2/h3H,YVKOGZPYYZLUDJ-UHFFFAOYSA-N
1041,NHCl2,0.113943352,3400-09-7,N(Cl)Cl,2.6,,NIST,halogenated,Halogenated organics,InChI=1S/Cl2HN/c1-3-2/h3H,JSYGRUBHOCKMGQ-UHFFFAOYSA-N
1042,NO2-,5.698970004,14797-65-0,N(=O)[O-],1~4,,NIST,amine,Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
1043,NO2-,5.568201724,14797-65-0,N(=O)[O-],,,NIST,amine,Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
1044,NO2-,5.51851394,14797-65-0,N(=O)[O-],4,,NIST,amine,Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
1045,NO2-,5.204119983,14797-65-0,N(=O)[O-],5.9,,NIST,amine,Nitrogen-containing organics,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",IOVCWXUNBOPUCH-UHFFFAOYSA-M
1046,NO3-,-4,14797-55-8,[N+](=O)([O-])[O-],2,,NIST,amine,Nitrogen-containing organics,InChI=1S/NO3/c2-1(3)4/q-1,NHNBFGGVMKEFGY-UHFFFAOYSA-N
1047,NTA3-,1.919078092,28528-44-1,N(CC(=O)[O-])(CC(=O)[O-])CC(=O)[O-],2,,NIST,diol,Polyfunctional / highly functionalized,"InChI=1S/C6H9NO6/c8-4(9)1-7(2-5(10)11)3-6(12)13/h1-3H2,(H,8,9)(H,10,11)(H,12,13)/p-3",MGFYIUFZLHCRTH-UHFFFAOYSA-K
1048,Naphthalene,3.477121255,91-20-3,C1=CC=C2C=CC=CC2=C1,2,,NIST,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1049,Naphthalene,3.477121255,91-20-3,C1=CC=C2C=CC=CC2=C1,2,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1050,Naphthalene,2.939519253,91-20-3,C1=CC=C2C=CC=CC2=C1,3,,NIST,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1051,Naphthalene,3.176091259,91-20-3,C1=CC=C2C=CC=CC2=C1,5.6,,NIST,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1052,Naphthalene,3.51851394,91-20-3,C1=CC=C2C=CC=CC2=C1,5.6,,NIST,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1053,Naphthalene,3.579783597,91-20-3,C1=CC=C2C=CC=CC2=C1,7,,NIST,cyclo,Aromatic & PAHs,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N
1054,Naphthalene-1-sulfonic acid,2.048441804,39363-79-6,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H8O3S/c11-14(12,13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,11,12,13)",PSZYNBSKGUBXEH-UHFFFAOYSA-N
1055,Nitrobenzene,-0.57954,89059-37-0,O=[N+]([O-])c1ccccc1,2,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N
1056,Nitrobenzene,-1.05,89059-37-0,O=[N+]([O-])c1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N
1057,Nitrobenzene,9.60206,89059-37-0,O=[N+]([O-])c1ccccc1,9,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N
1058,Nitrosodimethylamine,0.238667781,62-75-9,CN(C)N=O,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N
1059,Nitrosodimethylamine,1,62-75-9,CN(C)N=O,5,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N
1060,Nonylphenol,5.42,25154-52-3,CCCCCCCCCC1=CC=CC=C1O,8.6,,"https://doi.org/10.1021/es068007p, https://doi.org/10.1016/j.chemosphere.2007.01.059.",cyclo,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
1061,Nonylphenol,5.33,25154-52-3,CCCCCCCCCC1=CC=CC=C1O,8.2,,"https://doi.org/10.1021/es068007p, https://doi.org/10.1016/j.chemosphere.2007.01.058.",cyclo,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
1062,Nonylphenol,5.16,25154-52-3,CCCCCCCCCC1=CC=CC=C1O,7.9,,"https://doi.org/10.1021/es068007p, https://doi.org/10.1016/j.chemosphere.2007.01.057.",cyclo,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
1063,Nonylphenol,5.04,25154-52-3,CCCCCCCCCC1=CC=CC=C1O,7.3,,"https://doi.org/10.1021/es068007p, https://doi.org/10.1016/j.chemosphere.2007.01.056.",cyclo,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
1064,Nonylphenol,4.59,84852-15-3,CC(C)CCC[C@H](C)Cc1ccc(O)cc1,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C15H24O/c1-12(2)5-4-6-13(3)11-14-7-9-15(16)10-8-14/h7-10,12-13,16H,4-6,11H2,1-3H3/t13-/m0/s1",QFMWIQGYVNZXKN-ZDUSSCGKSA-N
1065,Nonylphenol,4.58,25154-52-3,CCCCCCCCCC1=CC=CC=C1O,2,,"https://doi.org/10.1021/es068007p, https://doi.org/10.1016/j.chemosphere.2007.01.055.",cyclo,Aromatic & PAHs,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
1066,Nonylphenol ethoxylates,2.56,84852-15-3,CCCCCCCCCc1ccc(OCCOCCO)cc1,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C19H32O3/c1-2-3-4-5-6-7-8-9-18-10-12-19(13-11-18)22-17-16-21-15-14-20/h10-13,20H,2-9,14-17H2,1H3",BLXVTZPGEOGTGG-UHFFFAOYSA-N
1067,Norchlorcyclizine,4.32,1189925-23-2,Clc1ccc([C@@H](c2ccccc2)N2CCNCC2)cc1,,,https://doi.org/10.1016/j.jece.2024.112473,cyclo,Aromatic & PAHs,"InChI=1S/C17H19ClN2/c18-16-8-6-15(7-9-16)17(14-4-2-1-3-5-14)20-12-10-19-11-13-20/h1-9,17,19H,10-13H2/t17-/m1/s1",UZKBSZSTDQSMDR-QGZVFWFLSA-N
1068,O2 •-,7.361727836,9054-89-1,[O][O-],3,,https://doi.org/10.1021/acs.est.1c07694,alcohol,Oxygenated organics,InChI=1S/O2/c1-2/q-1,MXDZWXWHPVATGF-UHFFFAOYSA-N
1069,O2 •-,9.176091259,9054-89-1,[O][O-],8.5,,https://doi.org/10.1021/acs.est.1c07694,alcohol,Oxygenated organics,InChI=1S/O2/c1-2/q-1,MXDZWXWHPVATGF-UHFFFAOYSA-N
1070,OH-,1.84509804,14280-30-9,[OH-],8.5,,https://doi.org/10.1021/acs.est.1c07694,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2/p-1,XLYOFNOQVPJJNP-UHFFFAOYSA-M
1071,OH-,1.602059991,14280-30-9,[OH-],,,NIST,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2/p-1,XLYOFNOQVPJJNP-UHFFFAOYSA-M
1072,OH-,1.681241237,14280-30-9,[OH-],11~13,,NIST,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2/p-1,XLYOFNOQVPJJNP-UHFFFAOYSA-M
1073,OH-,1.84509804,14280-30-9,[OH-],3,,https://doi.org/10.1021/acs.est.1c07694,alcohol,Oxygenated organics,InChI=1S/H2O/h1H2/p-1,XLYOFNOQVPJJNP-UHFFFAOYSA-M
1074,Octanal,0.90309,99178-22-0,CCCCCCCC=O,5,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",NUJGJRNETVAIRJ-UHFFFAOYSA-N
1075,Octylphenol,5.09,27193-28-8,CCCCCCCCC1=CC=CC=C1O,7.3,,"http://://WOS:000270014100020, https://doi.org/10.1017/",cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1076,Octylphenol,4.62,27193-28-8,CCCCCCCCC1=CC=CC=C1O,2,,"http://://WOS:000270014100020, https://doi.org/10.1016/",cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1077,Octylphenol,5.22,27193-28-8,CCCCCCCCC1=CC=CC=C1O,7.9,,"http://://WOS:000270014100020, https://doi.org/10.1018/",cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1078,Octylphenol,5.51,27193-28-8,CCCCCCCCC1=CC=CC=C1O,9.1,,"http://://WOS:000270014100020, https://doi.org/10.1021/",cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1079,Octylphenol,5.44,27193-28-8,CCCCCCCCC1=CC=CC=C1O,8.6,,"http://://WOS:000270014100020, https://doi.org/10.1020/",cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1080,Octylphenol,5.27,27193-28-8,CCCCCCCCC1=CC=CC=C1O,8.2,,"http://://WOS:000270014100020, https://doi.org/10.1019/",cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1081,Oleic acid,6,112-80-1,CCCCCCCC/C=C\CCCCCCCC(=O)O,2.5 - 3.1,,NIST,alkane,Aliphatic hydrocarbons,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-",ZQPPMHVWECSIRJ-KTKRTIGZSA-N
1082,Omethoate,-1.4,1219804-92-8,CNC(=O)CSP(=O)(OC)OC,,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C5H12NO4PS/c1-6-5(7)4-12-11(8,9-2)10-3/h4H2,1-3H3,(H,6,7)",PZXOQEXFMJCDPG-UHFFFAOYSA-N
1083,Orange G,-0.3095,1936-15-8,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],,,10.1016/j.chemosphere.2014.05.068,diol,Polyfunctional / highly functionalized,"InChI=1S/C16H12N2O7S2.2Na/c19-13-7-6-10-8-12(26(20,21)22)9-14(27(23,24)25)15(10)16(13)18-17-11-4-2-1-3-5-11;;/h1-9,19H,(H,20,21,22)(H,23,24,25);;/q;2*+1/p-2",HSXUHWZMNJHFRV-UHFFFAOYSA-L
1084,Ortho-phenylphenol,5.46,90-43-7,Oc1ccccc1-c1ccccc1,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",LLEMOWNGBBNAJR-UHFFFAOYSA-N
1085,Oxalate,-1.397940009,2437-29-8,C(=O)(C(=O)[O-])[O-],,,https://doi.org/10.1016/0043-1354(83)90099-4,halogenated,Halogenated organics,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)/p-2",MUBZPKHOEPUJKR-UHFFFAOYSA-L
1086,Oxamyl,2.792391689,23135-22-0,CNC(=O)ON=C(C(=O)N(C)C)SC,4.5,,10.1016/0043-1354(91)90155-J,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",KZAUOCCYDRDERY-UHFFFAOYSA-N
1087,Oxamyl,2.792391689,23135-22-0,CNC(=O)ON=C(C(=O)N(C)C)SC,,,10.1016/0043-1354(91)90155-J,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",KZAUOCCYDRDERY-UHFFFAOYSA-N
1088,Oxazepam,0,604-75-1,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs,"InChI=1S/C15H11ClN2O2/c16-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)18-15(20)14(19)17-12/h1-8,15,20H,(H,17,19)",ADIMAYPTOBDMTL-UHFFFAOYSA-N
1089,Oxybenzone,3.4795,131-57-7,COc1ccc(C(=O)c2ccccc2)c(O)c1,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3",DXGLGDHPHMLXJC-UHFFFAOYSA-N
1090,Oxybenzone,6.18,131-57-7,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,7,,https://doi.org/10.1016/j.jhazmat.2017.05.16,alcohol,Oxygenated organics,"InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3",DXGLGDHPHMLXJC-UHFFFAOYSA-N
1091,PBN,5,3376-24-7,[O-]/[N+](C(C)(C)C)=C\C1=CC=CC=C1,,,NIST,cyclo,Aromatic & PAHs,"InChI=1S/C11H15NO/c1-11(2,3)12(13)9-10-7-5-4-6-8-10/h4-9H,1-3H3/b12-9-",IYSYLWYGCWTJSG-XFXZXTDPSA-N
1092,Paracetamol,6.41,103-90-2,CC(=O)NC1=CC=C(C=C1)O,7.2,,https://doi.org/10.1016/j.seppur.2014.09.004.,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
1093,Penicillin G,3.680621,8069-87-2,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1 C(=O)O,7,,https://doi.org/10.1016/j.jece.2024.112473,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",JGSARLDLIJGVTE-MBNYWOFBSA-N
1094,Pentylacetate,0.43,620-11-1,CCCCCOC(C)=O,,,https://doi.org/10.1016/j.jece.2024.112473,alcohol,Oxygenated organics,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N
1095,Phe,3.113943352,3617-44-5,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,7,,NIST,halogenated,Halogenated organics,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N
1096,Phenacetin,3.202059991,62-44-2,CCOC1=CC=C(C=C1)NC(=O)C,7,,10.1016/j.chemosphere.2009.05.035,alcohol,Oxygenated organics,"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",CPJSUEIXXCENMM-UHFFFAOYSA-N
